customer_id,company,industry,country,signup_date,plan_level,billing_cycle,monthly_revenue,active_days,feature_usage_score,support_tickets,acquisition_channel,last_login_days_ago,nps_score,churned
1768,Stripe,SaaS,America,5/9/2024,Free,Monthly,$7.40 ,30,44%,8,Organic,27,6,0
1911,Notion,FinTech,USA,8/25/2024,Free,Monthly,$8.90 ,25,66%,6,Direct,34,6,1
1838,Notion,E-commerce,UK,4/25/2024,Basic,Monthly,£105.87,4,72%,4,Google Ads,30+,6,1
2182,HubSpot,Healthcare,USA,4/8/2024,Free,monthly,$42.23 ,30,32%,4,Organic,31,6,0
1838,Notion,E-commerce,UK,4/25/2024,Basic,Monthly,£105.87,4,72%,6,Google Ads,30+,6,1
1325,Salesforce,Marketing,DE,11/9/2024,Free,Monthly,€50.92,12,32%,7,Organic,34,6,1
2097,Salesforce,Education,DE,2/8/2024,Basic,Monthly,€41.29,17,78%,4,Direct,30+,6,1
2148,HubSpot,Education,United Kingdom,8/24/2024,Free,Monthly,£14.96,30,60%,4,Organic,30+,6,1
1156,Notion,SaaS,Germany,8/3/2024,Free,monthly,€4.47,9,72%,5,Referral,30+,6,1
2104,Stripe,Education,Canada,14-10-2024,Free,Monthly,$11.94 ,7,64%,5,Organic,30+,6,1
1083,FinCorp,Marketing,U.S.A.,1/7/2024,Pro,ANNUAL,$116.56 ,30,72%,1,Referral,9,6,0
1857,DataNest,E-commerce,DE,14-12-2024,Basic,Monthly,€101.85,30,76%,1,Referral,9,6,0
1234,Stripe,Marketing,America,10/12/2024,Free,Monthly,$1.81 ,23,28%,6,Organic,30+,6,1
1365,HubSpot,E-commerce,USA,8/20/2024,Free,monthly,$10.55 ,29,33%,5,google ads,25,6,0
1482,Zendesk,Education,Australia,8/10/2024,Basic,ANNUAL,$142.55 ,29,68%,4,Organic,6,6,0
1757,Stripe,Healthcare,U.S.A.,6/27/2024,Basic,Annual,$66.53 ,29,42%,4,Google Ads,16,6,0
1726,Salesforce,Healthcare,DE,1/6/2024,Free,monthly,€10.41,29,60%,2,Organic,13,6,0
2164,Stripe,Education,USA,12/10/2024,Free,Monthly,$8.91 ,29,48%,1,Organic,20,6,0
2042,MarketPro,Real Estate,Australia,6/26/2024,Basic,ANNUAL,$480.72 ,28,52%,3,google ads,23,6,0
1960,Zendesk,Education,Australia,19-01-2024,Free,monthly,$1.31 ,28,74%,2,Organic,13,6,0
1098,Stripe,Healthcare,U.S.A.,3/4/2024,Free,Monthly,$197.99 ,28,36%,1,Referral,10,6,0
1623,Stripe,Healthcare,America,13-11-2024,Basic,monthly,$97.55 ,28,77%,0,Organic,11,6,0
1518,Stripe,FinTech,U.S.A.,7/19/2024,Basic,ANNUAL,$184.13 ,28,69%,0,Direct,15,6,0
2165,Cloudify,Healthcare,India,6/8/2024,Basic,Annual,$23.02 ,27,7%,9,google ads,22,6,0
2050,Cloudify,SaaS,UK,11/9/2024,Pro,Annual,£154.39,27,67%,6,Google Ads,12,6,0
1009,MarketPro,Healthcare,Australia,11/23/2024,Basic,monthly,$200.77 ,27,71%,4,Organic,16,6,0
2001,Cloudify,Real Estate,India,3/14/2024,Enterprise,Annual,"$1,087.04 ",27,78%,3,Google Ads,10,6,0
2063,Cloudify,Healthcare,USA,11/15/2024,Basic,monthly,$9.63 ,27,73%,3,Organic,11,6,0
2175,MarketPro,SaaS,Australia,1/8/2024,Basic,Monthly,$76.11 ,27,65%,3,google ads,33,6,0
1023,Notion,Healthcare,UK,9/8/2024,Basic,ANNUAL,£112.44,27,45%,1,Google Ads,11,6,0
1874,Stripe,Education,America,5/8/2024,Basic,monthly,$111.86 ,27,92%,0,Organic,6,6,0
1608,HubSpot,FinTech,United Kingdom,12/8/2024,Basic,monthly,£95.97,26,52%,6,Google Ads,11,6,0
1509,Notion,FinTech,U.K.,7/10/2024,Basic,Monthly,£112.4,26,34%,5,Google Ads,18,6,0
1142,Zendesk,Real Estate,Australia,11/12/2024,Free,monthly,$2.92 ,26,60%,4,LinkedIn Ads,30,6,0
2171,Notion,Education,UK,2/23/2024,Free,Monthly,£0.97,26,8%,4,Google Ads,34,6,0
2189,Salesforce,Healthcare,USA,28-09-2024,Free,Monthly,$16.49 ,26,55%,3,Organic,18,6,0
1131,Stripe,E-commerce,Canada,8/12/2024,Pro,Annual,$23.54 ,25,91%,5,Google Ads,17,6,0
2161,HubSpot,Real Estate,USA,5/4/2024,Basic,monthly,$126.07 ,25,57%,4,Google Ads,12,6,0
1336,FinCorp,FinTech,Germany,5/14/2024,Basic,Annual,€85.11,25,44%,3,Organic,30+,6,0
1119,DataNest,Education,Germany,9/25/2024,Basic,monthly,€83.77,25,75%,2,Organic,7,6,0
1676,MarketPro,Education,USA,5/27/2024,Basic,Monthly,$37.53 ,25,71%,2,google ads,21,6,0
1766,Salesforce,FinTech,DE,23-09-2024,Free,Monthly,€14.97,25,43%,2,Organic,31,6,0
1880,HubSpot,Healthcare,USA,11/10/2024,Basic,monthly,$217.57 ,24,49%,6,Google Ads,2,6,0
1373,Stripe,Marketing,America,18-03-2024,Basic,Monthly,$40.54 ,24,83%,5,Referral,8,6,0
1393,Zendesk,Real Estate,USA,11/10/2024,Free,monthly,$0.09 ,24,56%,4,Organic,10,6,0
1040,FinCorp,Healthcare,U.K.,5/20/2024,Pro,Annual,£87.17,24,89%,2,Organic,6,6,0
1775,HubSpot,Real Estate,USA,5/22/2024,Basic,Annual,$272.96 ,24,73%,1,Organic,9,6,0
1530,DataNest,SaaS,UK,2/25/2024,Pro,Annual,£338.79,23,81%,1,Google Ads,9,6,0
1175,DataNest,Education,UK,12/8/2024,Free,Monthly,£2.28,23,66%,1,Organic,18,6,0
1389,HubSpot,Marketing,USA,20-11-2024,Basic,Annual,$94.04 ,22,91%,5,Organic,4,6,0
1807,HubSpot,Real Estate,UK,11/15/2024,Pro,Monthly,£83.91,22,57%,4,Google Ads,9,6,0
1276,MarketPro,Education,Australia,3/28/2024,Free,monthly,$14.80 ,22,31%,3,Organic,19,6,0
1673,Salesforce,SaaS,USA,24-03-2024,Free,Monthly,$8.23 ,22,122%,3,Organic,30,6,0
1742,Notion,Healthcare,UK,25-05-2024,Basic,monthly,£62.46,22,52%,3,Google Ads,30+,6,0
2103,Stripe,Real Estate,America,7/8/2024,Free,Monthly,$2.52 ,22,50%,2,Organic,25,6,0
1452,Notion,Marketing,U.K.,10/16/2024,Free,Monthly,£11.33,22,39%,2,google ads,33,6,0
1937,Stripe,Education,America,2/14/2024,Basic,Monthly,$43.11 ,22,52%,1,Google Ads,20,6,0
1106,MarketPro,Education,Canada,12/11/2024,Free,Monthly,$0.34 ,21,60%,1,Referral,21,6,0
1461,Stripe,Real Estate,Canada,9/14/2024,Basic,Monthly,$86.81 ,21,64%,6,Referral,7,6,0
1263,Stripe,Marketing,U.S.A.,11/11/2024,Basic,monthly,$70.40 ,21,31%,5,Google Ads,18,6,0
1982,Stripe,E-commerce,USA,13-05-2024,Free,Monthly,$7.56 ,21,42%,4,google ads,22,6,0
1161,HubSpot,Education,United Kingdom,2/3/2024,Pro,ANNUAL,£470.26,20,85%,3,google ads,16,6,0
1720,HubSpot,E-commerce,UK,3/7/2024,Free,Monthly,£10.28,20,36%,3,Organic,17,6,0
1187,Cloudify,Marketing,USA,8/26/2024,Basic,Monthly,$168.43 ,20,69%,3,Organic,28,6,0
2033,Notion,SaaS,UK,6/11/2024,Free,Monthly,£35.81,20,65%,2,Organic,13,6,0
1832,Stripe,E-commerce,USA,1/11/2024,Basic,Annual,$446.12 ,20,90%,0,Organic,17,6,0
2018,Cloudify,Real Estate,USA,19-10-2024,Free,Monthly,$35.36 ,19,38%,5,google ads,22,6,0
1291,Notion,FinTech,USA,8/2/2024,Pro,Monthly,$175.48 ,19,107%,4,Google Ads,9,6,0
1721,HubSpot,Marketing,United Kingdom,5/23/2024,Free,Monthly,£47.1,19,71%,4,Organic,18,6,0
1267,Zendesk,FinTech,Australia,18-07-2024,Basic,monthly,$408.28 ,19,57%,4,Google Ads,28,6,0
2037,Cloudify,Education,USA,9/26/2024,Free,Monthly,$4.02 ,19,19%,3,Google Ads,46,6,0
1913,Stripe,Real Estate,USA,4/6/2024,Free,Monthly,$7.66 ,19,31%,3,Google Ads,22,6,0
1571,MarketPro,Healthcare,USA,3/8/2024,Basic,Monthly,$67.20 ,19,82%,2,Organic,3,6,0
1477,Notion,Healthcare,USA,20-08-2024,Free,monthly,$1.17 ,19,37%,2,Referral,29,6,0
1152,Stripe,FinTech,U.S.A.,6/26/2024,Basic,Monthly,$243.63 ,19,59%,2,google ads,30+,6,0
1514,Zendesk,Real Estate,Australia,11/11/2024,Basic,Monthly,$16.67 ,18,54%,3,Google Ads,12,6,0
1643,FinCorp,SaaS,Germany,13-02-2024,Basic,Annual,€95.2,18,58%,3,LinkedIn Ads,32,6,0
1749,HubSpot,SaaS,USA,9/7/2024,Free,Monthly,$17.65 ,17,54%,4,Referral,32,6,0
1687,FinCorp,Education,Australia,12/22/2024,Pro,ANNUAL,$716.83 ,17,51%,2,Google Ads,16,6,0
1601,DataNest,E-commerce,DE,24-12-2024,Free,Monthly,€2.8,16,65%,6,Referral,30+,6,0
2096,DataNest,FinTech,DE,7/7/2024,Basic,monthly,€32.38,16,93%,1,LinkedIn Ads,12,6,0
2183,Notion,SaaS,Germany,6/12/2024,Free,monthly,€2.96,16,34%,0,Organic,15,6,0
1101,Salesforce,Marketing,USA,8/23/2024,Free,monthly,$32.36 ,15,32%,9,Google Ads,34,6,0
1674,DataNest,E-commerce,UK,10/6/2024,Free,monthly,£30.78,15,66%,2,LinkedIn Ads,20,6,0
1213,DataNest,SaaS,Germany,7/12/2024,Pro,Monthly,€105.66,15,71%,1,google ads,10,6,0
1672,HubSpot,Healthcare,UK,26-11-2024,Basic,Monthly,£46.06,15,50%,1,Google Ads,2,6,0
1701,Notion,Marketing,Germany,18-07-2024,Free,Monthly,€35.86,14,11%,4,google ads,33,6,0
1861,Salesforce,E-commerce,USA,1/16/2024,Free,Monthly,$14.51 ,14,69%,4,Organic,30+,6,0
1909,MarketPro,Healthcare,Canada,12/10/2024,Free,monthly,$4.54 ,14,48%,3,Referral,16,6,0
1560,Notion,Healthcare,USA,2/7/2024,Free,Monthly,$13.91 ,14,27%,3,Organic,20,6,0
1458,MarketPro,Healthcare,Canada,12/3/2024,Free,Monthly,$23.95 ,14,47%,3,Organic,30+,6,0
1789,Stripe,Marketing,America,23-09-2024,Basic,monthly,$24.29 ,14,94%,2,Organic,11,6,0
1570,Notion,Healthcare,U.K.,4/14/2024,Basic,Monthly,£96.19,14,61%,2,Google Ads,19,6,0
1444,Zendesk,Healthcare,USA,7/28/2024,Pro,monthly,"$4,717.52 ",14,86%,0,Google Ads,16,6,0
1709,Notion,Education,U.K.,8/1/2024,Free,Monthly,£0.75,13,52%,6,Organic,27,6,0
1293,MarketPro,SaaS,USA,6/4/2024,Pro,Annual,$165.66 ,13,72%,1,Google Ads,13,6,0
1765,MarketPro,Real Estate,Canada,6/5/2024,Free,monthly,$0.99 ,13,26%,0,Organic,28,6,0
1765,MarketPro,Real Estate,Canada,6/5/2024,Free,monthly,$0.99 ,13,26%,0,Organic,28,6,0
1686,Salesforce,SaaS,DE,3/18/2024,Basic,monthly,€189.93,12,63%,6,google ads,27,6,0
1467,Notion,Healthcare,Germany,2/4/2024,Free,Monthly,€1.4,12,57%,3,Organic,17,6,0
1959,Cloudify,SaaS,UK,4/14/2024,Free,Monthly,£42.05,12,27%,2,Organic,26,6,0
1692,MarketPro,E-commerce,USA,6/1/2024,Free,Monthly,$8.87 ,11,33%,6,Google Ads,26,6,0
1684,Stripe,Marketing,America,2/7/2024,Free,Monthly,$19.99 ,11,61%,5,Organic,34,6,0
1538,Salesforce,Education,Germany,3/14/2024,Free,Monthly,€2.71,11,42%,1,Organic,30,6,0
1479,Stripe,FinTech,Canada,3/28/2024,Free,Monthly,$13.07 ,10,33%,6,Organic,30,6,0
1780,Notion,Marketing,U.K.,8/13/2024,Free,Monthly,£39.85,10,55%,6,Organic,30,6,0
2013,HubSpot,Healthcare,USA,2/27/2024,Free,Monthly,$22.76 ,10,18%,4,Google Ads,30+,6,0
1839,Notion,Healthcare,U.K.,23-06-2024,Basic,Monthly,£14.47,10,77%,2,Organic,7,6,0
2152,Stripe,E-commerce,USA,12/12/2024,Pro,Annual,$193.92 ,10,77%,1,Google Ads,15,6,0
2048,DataNest,Healthcare,DE,11/22/2024,Basic,Monthly,€50.32,9,67%,4,Google Ads,21,6,0
1118,Zendesk,E-commerce,Australia,27-01-2024,Pro,Annual,$351.11 ,9,72%,3,google ads,4,6,0
1915,HubSpot,Real Estate,United Kingdom,12/20/2024,Free,Monthly,£11.51,9,26%,3,Referral,32,6,0
2130,Stripe,Marketing,Canada,14-08-2024,Free,monthly,$27.20 ,8,62%,3,Organic,18,6,0
1272,Cloudify,Education,UK,6/10/2024,Pro,Annual,£176.76,8,50%,2,google ads,28,6,0
2196,Notion,Education,UK,12/10/2024,Basic,ANNUAL,£16.12,8,85%,1,LinkedIn Ads,13,6,0
1986,Zendesk,Marketing,Australia,3/11/2024,Free,Monthly,$2.50 ,6,5%,8,google ads,36,6,0
1407,MarketPro,FinTech,USA,1/8/2024,Free,Monthly,$5.65 ,6,47%,5,Referral,19,6,0
2106,Notion,Marketing,UK,17-05-2024,Free,Monthly,£2.71,6,52%,4,Referral,15,6,0
1093,Notion,Healthcare,UK,12/19/2024,Basic,Monthly,£57.63,6,68%,2,google ads,27,6,0
2059,Cloudify,E-commerce,India,5/7/2024,Basic,monthly,$84.74 ,5,59%,5,Organic,30+,6,0
1891,DataNest,Education,UK,6/12/2024,Basic,Monthly,£133.87,5,52%,4,google ads,20,6,0
1870,Zendesk,FinTech,USA,6/12/2024,Basic,Monthly,$185.59 ,5,36%,3,google ads,22,6,0
2105,Stripe,Marketing,Canada,2/1/2024,Basic,Monthly,$192.34 ,5,90%,1,Organic,13,6,0
1761,MarketPro,Marketing,USA,6/10/2024,Basic,Annual,$270.48 ,5,54%,1,Google Ads,18,6,0
1015,Cloudify,Education,UK,9/9/2024,Pro,monthly,£385.13,5,43%,1,Google Ads,4,6,0
1174,Salesforce,Healthcare,Germany,3/25/2024,Basic,monthly,€61.65,5,39%,1,google ads,11,6,0
2021,Zendesk,Education,Australia,6/15/2024,Free,Monthly,$12.52 ,4,62%,1,Organic,18,6,0
1941,Cloudify,Marketing,USA,2/26/2024,Basic,monthly,$106.99 ,4,41%,4,Google Ads,23,6,0
1111,Stripe,FinTech,Canada,7/28/2024,Basic,Annual,$164.57 ,4,82%,0,Organic,17,6,0
2008,Stripe,Education,USA,12/15/2024,Free,Monthly,$49.58 ,3,33%,5,Referral,16,6,0
2141,Cloudify,SaaS,USA,25-12-2024,Pro,Annual,$248.16 ,3,43%,5,google ads,30,6,0
2180,Salesforce,SaaS,DE,12/8/2024,Basic,monthly,€39.71,3,62%,4,Google Ads,13,6,0
1332,Zendesk,SaaS,USA,7/23/2024,Basic,Monthly,$30.40 ,3,85%,3,Organic,15,6,0
1725,Salesforce,Healthcare,USA,10/9/2024,Basic,Monthly,$144.20 ,3,141%,2,Organic,9,6,0
1529,DataNest,E-commerce,DE,6/18/2024,Basic,Monthly,€41.65,3,33%,1,Google Ads,16,6,0
1926,Zendesk,E-commerce,Australia,20-07-2024,Basic,monthly,$54.31 ,2,74%,4,Google Ads,13,6,0
2128,Salesforce,Healthcare,Germany,13-10-2024,Pro,monthly,€164.74,2,84%,2,Google Ads,13,6,0
1830,DataNest,Healthcare,UK,3/2/2024,Pro,Annual,£105.94,2,90%,2,google ads,16,6,0
1210,MarketPro,SaaS,USA,8/12/2024,Basic,Annual,$176.79 ,1,87%,1,Organic,15,6,0
1303,MarketPro,Healthcare,Canada,28-12-2024,Free,Monthly,$7.19 ,10+,72%,9,LinkedIn Ads,30+,5,0
1337,MarketPro,SaaS,USA,5/5/2024,Free,Monthly,$27.27 ,10+,50%,4,Organic,16,5,0
1729,Zendesk,Healthcare,Australia,7/4/2024,Free,Monthly,$0.95 ,2,29%,4,Organic,20,5,1
1989,Notion,FinTech,Germany,23-09-2024,Basic,Monthly,€73.69,10+,35%,4,Google Ads,28,5,0
2023,MarketPro,Marketing,USA,11/11/2024,Free,Monthly,$1.86 ,10+,72%,6,Organic,37,5,1
1750,Salesforce,FinTech,DE,24-11-2024,Basic,Annual,€45.89,7,26%,8,google ads,37,5,1
1328,FinCorp,Real Estate,Germany,12/3/2024,Pro,monthly,€62.0,25,28%,5,Google Ads,22,5,1
1639,FinCorp,E-commerce,U.K.,18-05-2024,Basic,Annual,£107.82,10+,54%,4,Organic,29,5,0
1499,Stripe,SaaS,U.S.A.,4/1/2024,Free,monthly,$12.20 ,9,59%,6,Organic,22,5,1
1059,FinCorp,Education,DE,8/26/2024,Basic,Monthly,€88.2,3,28%,1,Referral,23,5,0
1497,DataNest,Healthcare,DE,3/19/2024,Free,Monthly,€6.66,21,25%,5,Organic,24,5,0
1713,Zendesk,Real Estate,Australia,10/11/2024,Basic,Annual,$111.12 ,16,29%,5,google ads,25,5,0
1439,Stripe,Marketing,America,5/6/2024,Basic,monthly,$254.14 ,11,37%,6,Google Ads,26,5,0
1439,Stripe,Marketing,America,5/6/2024,Basic,monthly,$254.14 ,11,37%,6,Google Ads,26,5,0
1968,MarketPro,E-commerce,Australia,8/23/2024,Basic,Monthly,$70.77 ,30,27%,5,google ads,27,5,0
1770,MarketPro,FinTech,Australia,4/18/2024,Free,monthly,$19.85 ,6,40%,4,Organic,28,5,0
1629,HubSpot,Marketing,USA,18-01-2024,Free,Monthly,$80.66 ,10,48%,7,Organic,28,5,0
1823,Stripe,FinTech,USA,10/24/2024,Free,Monthly,$27.46 ,20,25%,7,LinkedIn Ads,28,5,1
1167,Zendesk,Healthcare,USA,5/23/2024,Free,monthly,$210.93 ,22,45%,8,Referral,29,5,1
1809,Stripe,Education,U.S.A.,12/25/2024,Free,Monthly,$2.92 ,10+,65%,3,Organic,16,5,0
1208,MarketPro,Marketing,Australia,9/14/2024,Free,Monthly,$10.01 ,13,32%,5,Referral,29,5,1
1369,MarketPro,FinTech,Australia,10/4/2024,Free,Monthly,$1.15 ,10+,72%,3,Organic,30+,5,0
1097,HubSpot,E-commerce,USA,8/4/2024,Free,monthly,$5.88 ,10+,44%,1,Organic,11,5,0
1704,Salesforce,E-commerce,USA,2/4/2024,Basic,Annual,$90.95 ,44,60%,8,Google Ads,12,5,0
1675,FinCorp,SaaS,United Kingdom,8/9/2024,Basic,Monthly,£63.79,30,53%,3,Organic,11,5,0
2071,HubSpot,Marketing,USA,1/12/2024,Basic,Monthly,$27.51 ,27,50%,4,Google Ads,10,5,1
2090,Zendesk,Healthcare,Australia,10/22/2024,Free,monthly,$11.01 ,30,53%,5,Referral,44,5,1
1685,Notion,SaaS,USA,4/17/2024,Free,Monthly,$6.00 ,7,57%,4,Organic,66,5,1
1806,Salesforce,Healthcare,Germany,2/5/2024,Free,Monthly,€25.98,30,74%,4,Organic,17,5,1
1580,Stripe,Real Estate,Canada,5/18/2024,Free,Monthly,$7.24 ,1,61%,7,Organic,42,5,1
1259,DataNest,SaaS,DE,8/12/2024,Free,Monthly,€9.09,30,67%,1,Organic,32,5,0
1232,MarketPro,E-commerce,Australia,12/23/2024,Free,Monthly,$14.98 ,10+,28%,8,Organic,42,5,1
1683,DataNest,FinTech,UK,6/26/2024,Free,Monthly,£22.79,6,68%,7,Organic,19,5,1
1498,HubSpot,Education,United Kingdom,11/14/2024,Free,Monthly,£12.03,29,64%,4,Organic,15,5,0
1738,Notion,FinTech,USA,2/17/2024,Basic,Monthly,$107.36 ,28,30%,6,google ads,18,5,0
1599,MarketPro,FinTech,USA,8/22/2024,Basic,Monthly,$516.12 ,28,48%,4,google ads,12,5,0
1648,Stripe,Marketing,Canada,3/3/2024,Basic,Monthly,$69.15 ,28,72%,2,Google Ads,30+,5,0
1885,Notion,FinTech,Germany,18-02-2024,Free,Monthly,€1.97,27,40%,6,Referral,12,5,0
1323,Cloudify,Marketing,USA,8/2/2024,Basic,Monthly,$41.87 ,27,72%,3,Organic,30+,5,0
1323,Cloudify,Marketing,USA,8/2/2024,Basic,Monthly,$41.87 ,27,72%,3,Organic,30+,5,0
1403,FinCorp,Marketing,Canada,6/6/2024,Basic,Annual,$192.55 ,27,72%,2,Organic,11,5,0
1273,Stripe,SaaS,USA,10/8/2024,Free,Monthly,$7.25 ,26,46%,3,Organic,11,5,0
1642,DataNest,Education,Germany,10/10/2024,Basic,Monthly,€125.33,25,43%,3,Google Ads,13,5,0
2002,Cloudify,FinTech,India,4/21/2024,Basic,monthly,$43.27 ,24,27%,1,Organic,28,5,0
2127,Zendesk,SaaS,Australia,2/4/2024,Basic,Annual,$194.66 ,22,35%,4,Google Ads,34,5,0
1920,Zendesk,FinTech,USA,5/15/2024,Free,Monthly,$16.39 ,22,31%,3,Organic,18,5,0
2184,HubSpot,Healthcare,United Kingdom,19-08-2024,Free,Monthly,£0.02,21,38%,1,Organic,28,5,0
1420,Notion,FinTech,UK,7/4/2024,Free,Monthly,£13.41,20,38%,5,Google Ads,30+,5,0
1634,HubSpot,SaaS,United Kingdom,4/27/2024,Free,Monthly,£11.18,19,35%,4,Organic,22,5,0
2022,Cloudify,Healthcare,India,5/24/2024,Basic,Annual,$71.90 ,19,62%,2,Organic,27,5,0
1422,Zendesk,Healthcare,USA,3/12/2024,Free,Monthly,$4.56 ,18,55%,9,Organic,30+,5,0
1469,DataNest,Healthcare,Germany,10/22/2024,Basic,monthly,€79.44,18,58%,5,Google Ads,15,5,0
1922,DataNest,E-commerce,UK,22-08-2024,Free,monthly,£33.97,18,32%,4,Referral,34,5,0
1429,Zendesk,Education,Australia,10/8/2024,Free,monthly,$15.09 ,17,35%,8,google ads,22,5,0
1475,MarketPro,FinTech,Australia,3/7/2024,Basic,Monthly,$52.68 ,16,66%,2,Direct,21,5,0
1500,Stripe,Healthcare,U.S.A.,2/13/2024,Free,monthly,$15.49 ,16,51%,2,Referral,30+,5,0
1890,Zendesk,E-commerce,Australia,2/7/2024,Basic,monthly,$209.47 ,14,25%,4,Google Ads,18,5,0
1486,Zendesk,Healthcare,USA,10/13/2024,Free,Monthly,$60.74 ,13,52%,9,Referral,20,5,0
1021,DataNest,Healthcare,UK,7/7/2024,Free,monthly,£4.8,13,6%,9,Google Ads,4,5,0
1412,Zendesk,Education,USA,6/19/2024,Basic,monthly,$59.21 ,13,59%,6,google ads,13,5,0
1724,Cloudify,E-commerce,USA,8/24/2024,Basic,Annual,$38.52 ,13,5%,6,Google Ads,33,5,0
2131,FinCorp,E-commerce,DE,1/3/2024,Basic,monthly,€225.32,13,53%,3,Organic,15,5,0
1572,Stripe,SaaS,Canada,9/3/2024,Basic,Monthly,$96.52 ,11,30%,6,google ads,27,5,0
1206,FinCorp,Healthcare,America,1/10/2024,Basic,ANNUAL,$191.40 ,11,49%,5,Organic,30+,5,0
1382,DataNest,FinTech,Germany,7/7/2024,Basic,Annual,€38.63,11,33%,4,Google Ads,30+,5,0
1006,Salesforce,FinTech,DE,1/22/2024,Free,Monthly,€15.04,11,29%,2,Organic,18,5,0
2145,HubSpot,Real Estate,USA,12/20/2024,Basic,Monthly,$84.14 ,10,68%,5,Google Ads,16,5,0
1039,Notion,Marketing,USA,4/17/2024,Basic,Monthly,$52.12 ,10,53%,1,Google Ads,10,5,0
1817,Salesforce,SaaS,DE,4/2/2024,Basic,Monthly,€134.27,10,72%,1,Google Ads,12,5,0
1338,HubSpot,Healthcare,USA,7/9/2024,Free,monthly,$12.41 ,9,57%,4,Organic,21,5,0
1940,MarketPro,E-commerce,Canada,16-10-2024,Free,Monthly,$5.09 ,9,52%,3,Organic,28,5,0
1867,FinCorp,SaaS,America,9/23/2024,Basic,Annual,$167.57 ,8,59%,6,Organic,20,5,0
1433,HubSpot,E-commerce,USA,1/5/2024,Free,monthly,$0.82 ,8,70%,5,Organic,13,5,0
1033,DataNest,Healthcare,Germany,5/7/2024,Basic,monthly,€61.43,8,69%,5,google ads,28,5,0
1249,Cloudify,Education,UK,19-06-2024,Basic,Annual,£20.2,8,50%,4,Organic,25,5,0
2010,Zendesk,Education,USA,9/1/2024,Basic,Monthly,$221.53 ,7,73%,0,Google Ads,30,5,0
1050,DataNest,E-commerce,DE,1/11/2024,Free,Monthly,€18.42,6,41%,4,Organic,34,5,0
1284,HubSpot,SaaS,UK,9/16/2024,Free,Monthly,£5.94,5,49%,3,Organic,2,5,0
2126,HubSpot,SaaS,UK,23-08-2024,Free,Monthly,£24.21,4,67%,4,Organic,11,5,0
1853,HubSpot,E-commerce,UK,24-04-2024,Basic,monthly,£225.56,4,67%,2,google ads,30,5,0
1850,DataNest,Marketing,UK,6/14/2024,Basic,ANNUAL,£32.65,3,35%,5,google ads,2,5,0
1828,Notion,Real Estate,Germany,7/3/2024,Free,Monthly,€23.87,3,60%,5,Organic,31,5,0
1733,Stripe,Marketing,Canada,7/5/2024,Free,Monthly,$0.98 ,3,30%,3,Organic,24,5,0
1049,Salesforce,Healthcare,Germany,12/4/2024,Free,Monthly,€18.85,2,70%,5,Direct,17,5,0
1049,Salesforce,Healthcare,Germany,12/4/2024,Free,Monthly,€18.85,2,70%,5,Direct,17,5,0
1113,DataNest,Healthcare,Germany,5/5/2024,Free,monthly,€635.35,2,33%,2,Organic,11,5,0
1504,MarketPro,FinTech,USA,21-01-2024,Free,Monthly,$46.07 ,10+,71%,6,Referral,13,4,0
1086,Notion,Education,U.K.,15-10-2024,Basic,Monthly,£81.06,10+,64%,5,google ads,34,4,0
1311,FinCorp,FinTech,Germany,8/12/2024,Free,Monthly,€6.91,10+,42%,4,Organic,30,4,0
1348,Cloudify,FinTech,UK,6/23/2024,Pro,monthly,£180.8,10+,63%,4,Google Ads,22,4,0
1512,DataNest,FinTech,Germany,2/9/2024,Free,Monthly,€5.95,10+,41%,3,LinkedIn Ads,11,4,0
1491,MarketPro,SaaS,USA,6/8/2024,Free,Monthly,$1.54 ,10+,29%,3,Referral,15,4,0
2003,HubSpot,Marketing,UK,17-02-2024,Free,monthly,£0.86,10+,30%,3,Google Ads,22,4,0
1533,Notion,Marketing,U.K.,4/7/2024,Free,Monthly,£13.51,10+,44%,2,Google Ads,6,4,0
1974,Salesforce,SaaS,Germany,13-10-2024,Free,monthly,€9.7,26,48%,4,Referral,42,4,1
1974,Salesforce,SaaS,Germany,13-10-2024,Free,monthly,€9.7,26,48%,4,Referral,42,4,1
1343,DataNest,Real Estate,UK,4/11/2024,Free,monthly,£1.48,26,57%,4,Organic,22,4,1
1695,Notion,Real Estate,U.K.,8/6/2024,Basic,ANNUAL,£145.11,21,52%,5,google ads,22,4,1
1042,Notion,E-commerce,UK,6/7/2024,Free,Monthly,£7.26,14,63%,6,Organic,22,4,1
1810,Salesforce,SaaS,Germany,16-05-2024,Free,Monthly,€10.57,29,47%,6,Organic,22,4,1
1413,HubSpot,Education,USA,11/27/2024,Free,monthly,$25.33 ,28,52%,3,Organic,23,4,1
1641,MarketPro,Real Estate,USA,9/16/2024,Free,Monthly,$11.78 ,19,65%,7,Organic,23,4,1
1397,Stripe,FinTech,USA,2/1/2024,Free,monthly,$14.85 ,10,55%,5,Referral,24,4,1
1610,Stripe,Education,U.S.A.,3/16/2024,Free,Monthly,$7.13 ,21,72%,5,Organic,25,4,1
1513,Salesforce,E-commerce,Germany,5/15/2024,Basic,Monthly,€240.99,7,50%,6,Google Ads,25,4,1
1841,Stripe,FinTech,Canada,12/21/2024,Free,monthly,$26.65 ,7,33%,4,Organic,27,4,1
1495,HubSpot,E-commerce,USA,6/28/2024,Basic,Monthly,$6.49 ,16,46%,9,Google Ads,27,4,1
